Sequence;Type;d_molpdf;d_dope_score;d_normalized_dope;d_GA341_score;d_zscore;d_maxsub;d_lgscore;d_Z-score_mammoth;d_TM-score_mammoth;d_RMSD_TMalign;d_TM-score_TMalign;molpdf_ref;dope_score_ref;normalized_dope_ref;GA341_score_ref;zscore_ref;maxsub_ref;lgscore_ref;Z-score_mammoth_ref;TM-score_mammoth_ref;RMSD_TMalign_ref;TM-score_TMalign_ref;molpdf_tneg;dope_score_tneg;normalized_dope_tneg;GA341_score_tneg;zscore_tneg;maxsub_tneg;lgscore_tneg;Z-score_mammoth_tneg;TM-score_mammoth_tneg;RMSD_TMalign_tneg;TM-score_TMalign_tneg
UniRef100_Y9CPJ8_tneg_blad;tneg;1972,8;1027,25;0,4;0;-0,52;-0,06;-0,25;1,67;-0,03;0,68;0,26;7753,95;-17190,52;-0,75;1;-6,41;0,41;3,02;10,18;0,94;1,05;0,72;5781,15;-18217,77;-1,15;1;-5,89;0,48;3,26;8,51;0,98;0,37;0,47
UniRef100_Y9L7Y6_tneg_blad;tneg;322,87;268,8;0,27;-0,31;0,27;-0,05;-0,49;-4,58;-0,21;1,51;-0,46;2461,98;-6080,53;-1,28;0,69;-3,67;0,2;2,76;5,82;0,78;1,78;0,27;2139,11;-6349,33;-1,55;1;-3,94;0,25;3,25;10,41;0,99;0,27;0,73
UniRef100_Y9PJK3_tneg_blad;tneg;-3873,6;2093,94;0,52;0;0,45;-0,09;-1,24;5,26;0,01;-1,05;0,54;8498,13;-31333,95;-1,04;1;-5,49;0,41;3,57;11,69;0,98;0,86;0,98;12371,72;-33427,89;-1,56;1;-5,94;0,5;4,81;6,43;0,96;1,91;0,44
UniRef100_Y9SRQ7_tneg_blad;tneg;-1161,59;613,73;0,11;0;-0,19;-0,06;-0,35;-0,2;-0,02;0,51;-0,02;8837,17;-39706,03;0,42;1;-3,53;0,17;1,75;11,69;0,98;0,83;0,98;9998,76;-40319,76;0,31;1;-3,34;0,24;2,1;11,89;1;0,32;1
UniRef100_Z0A3J4_tneg_blad;tneg;241,03;487,35;0,63;-0,89;1,04;-0,05;-0,8;-7,34;-0,36;2,18;-0,79;1677,62;-4004,37;-0,3;0,11;-1,9;0,16;1,44;4,7;0,64;2,46;0,21;1436,59;-4491,72;-0,93;1;-2,94;0,21;2,24;12,04;1;0,28;1
UniRef100_Z1HLQ0_tneg_blad;tneg;-1524,09;2293,38;0,45;0;0,72;-0,01;-0,48;6,27;0,03;0,04;0,64;8812,75;-35794,67;0,14;1;-4,27;0,21;2,01;11,69;0,98;0,86;0,98;10336,84;-38088,05;-0,31;1;-4,99;0,21;2,49;5,42;0,95;0,82;0,34
UniRef100_Z7E4T0_tneg_blad;tneg;-4006,62;2059,06;0,44;0;0,61;-0,1;-1,37;-0,2;-0,02;0,6;-0,02;8569,92;-34628,59;-0,32;1;-4,1;0,31;2,35;11,69;0,98;0,89;0,98;12576,53;-36687,64;-0,76;1;-4,71;0,42;3,72;11,89;1;0,29;1
UniRef100_Z8EZB5_tneg_blad;tneg;-3082,57;2316,38;0,53;0;-0,1;-0,1;-0,72;-0,2;-0,02;0,42;-0,02;8565,82;-32986,99;-0,55;1;-4,47;0,26;2,9;11,69;0,98;0,87;0,98;11648,39;-35303,37;-1,09;1;-4,37;0,36;3,62;11,89;0,99;0,45;0,99
UniRef100_Z8KV75_tneg_blad;tneg;-1101,71;1704,4;0,31;0;0,25;-0,03;0,12;-0,2;-0,02;0,54;-0,02;8783,82;-37703,33;0,39;1;-3,66;0,2;2,08;11,69;0,98;0,85;0,98;9885,52;-39407,73;0,07;1;-3,91;0,22;1,96;11,89;1;0,31;1
226186.BT_3688_tneg_aac2;tneg;-11393,63;10231,63;2,14;-0,79;4,71;-0,23;-2,32;0,95;0,09;-1,29;0,07;6472,34;-24841,36;2,25;0,21;-2,53;0,13;1,32;8,05;0,8;1,6;0,81;17865,97;-35072,99;0,11;1;-7,24;0,36;3,63;7,1;0,7;2,89;0,73
349161.Dred_2886_tneg_aac2;tneg;45,93;3025,13;1,35;-0,83;2,66;-0,53;-1,87;-1,1;-0,1;0,42;-0,18;5849,74;-14735,28;0,33;0,17;-2,71;0,23;2,17;8,47;0,84;1,53;0,76;5803,82;-17760,41;-1,02;1;-5,37;0,75;4,03;9,57;0,94;1,11;0,94
395492.Rleg2_2923_tneg_aac2;tneg;2414,01;3941,78;1,86;-0,98;3,32;-0,44;-2,45;-5,29;-0,47;3,05;-0,46;6989,73;-10843,35;1,51;0,02;-1,12;0,04;0,78;4,07;0,48;4,14;0,5;4575,71;-14785,13;-0,35;1;-4,44;0,48;3,23;9,37;0,95;1,09;0,96
412022.BMA10229_A0915_tneg_aac2;tneg;-6188,85;-1329,54;-0,48;0,33;-2,13;0,17;0,61;1,87;0,16;-1,48;0,14;6290,53;-17611,38;0,23;0,99;-5,87;0,32;2,73;9,62;0,9;1,16;0,9;12479,39;-16281,84;0,71;0,66;-3,74;0,15;2,12;7,76;0,74;2,64;0,76
413999.CBO0980_tneg_aac2;tneg;-2572,35;5819,77;1,99;-0,89;3,3;-0,4;-2,88;-6,58;-0,57;3,51;-0,53;6313,95;-10409,39;1,07;0,11;-1,84;0,1;1,11;3,16;0,41;4,02;0,42;8886,3;-16229,16;-0,93;1;-5,14;0,5;3,99;9,74;0,98;0,51;0,96
498211.CJA_2969_tneg_aac2;tneg;-1367,58;623,25;0,3;-0,02;0,94;-0,17;-0,47;-0,09;0,02;-0,81;-0,12;5583,01;-13375,59;0,15;0,98;-4,39;0,38;2,13;8,43;0,84;1,47;0,72;6950,59;-13998,84;-0,15;1;-5,33;0,55;2,61;8,52;0,82;2,28;0,83
515621.CLJ_B0914_tneg_aac2;tneg;-2324,66;3779,66;1,42;-0,73;3,85;-0,15;-0,86;-2;-0,13;0,37;-0,13;8741,13;-12556,08;1,79;0,01;-0,67;-0,01;0,1;4,85;0,54;2,98;0,57;11065,79;-16335,74;0,37;0,74;-4,52;0,14;0,97;6,85;0,67;2,61;0,7
325240.Sbal_2959_tneg_van;tneg;-12797,19;7592,85;1,33;0;4,06;-0,35;-2,56;-1,5;-0,09;-0,25;-0,11;17761,06;-36176,85;1,36;1;-4,71;0,18;1,95;10,02;0,75;2,83;0,78;30558,25;-43769,7;0,03;1;-8,77;0,53;4,51;11,52;0,85;3,08;0,88
498213.CLD_1856_tneg_van;tneg;-12112,33;3912,27;0,73;0;2,68;-0,23;-1,85;-0,98;-0,05;-0,4;-0,04;16776,64;-33504,39;0,88;1;-5,3;0,25;2,21;9,79;0,76;2,91;0,78;28888,97;-37416,66;0,15;1;-7,98;0,48;4,06;10,77;0,81;3,31;0,82
583346.CKR_1840_tneg_van;tneg;-19244,23;6447,9;1,14;-0,07;4,9;-0,41;-2,95;0,03;-0,03;-1,02;-0,04;16713,8;-33106,23;1,08;0,93;-3,95;0,14;1,58;9,98;0,78;2,11;0,79;35958,03;-39554,13;-0,06;1;-8,85;0,55;4,52;9,95;0,81;3,13;0,83
85962.HP0919_tneg_van;tneg;3610,73;65413,42;4,27;0;10,97;-0,38;-4,16;-7,89;-0,11;1,49;-0,11;21583,43;-70658,56;3,12;1;-2,84;0,19;1,53;11,69;0,87;2;0,87;17972,7;-136071,98;-1,15;1;-13,81;0,57;5,7;19,58;0,98;0,51;0,98
498213.CLD_1868_tneg_van;tneg;-5908,96;5086,03;1,05;-0,28;1,6;-0,22;-2,26;-1,35;-0,09;0,62;-0,1;17722,1;-31500,2;0,89;0,72;-4;0,21;2,09;9,95;0,79;2,29;0,79;23631,07;-36586,23;-0,16;1;-5,6;0,43;4,35;11,31;0,88;1,67;0,9
508765.CLL_A0824_tneg_van;tneg;-3250,33;3252,68;0,73;-0,01;1,42;-0,28;-2,01;-1,79;-0,11;1,44;-0,17;15213,82;-32864,66;0,07;0,99;-6,22;0,27;2,88;10,08;0,8;2,52;0,75;18464,15;-36117,34;-0,66;1;-7,64;0,55;4,88;11,87;0,91;1,08;0,92
515621.CLJ_B2950_tneg_van;tneg;-17540,01;1504,46;0,31;-0,48;-0,24;-0,16;-1,44;-2,26;-0,13;1,42;-0,13;17750,3;-31249,05;0,99;0,52;-3,36;0,2;2,27;9,05;0,74;2,87;0,75;35290,3;-32753,5;0,68;1;-3,12;0,36;3,71;11,31;0,87;1,45;0,89
543728.Vapar_1935_tneg_van;tneg;-24665,25;59,33;0,01;-0,52;-2,66;-0,04;-0,38;-0,42;-0,04;0,11;-0,09;19264,39;-28324,01;1,02;0,36;-3,83;0,15;2,03;7,91;0,66;3,62;0,66;43929,64;-28383,34;1,01;0,88;-1,17;0,19;2,41;8,33;0,7;3,51;0,74
269799.Gmet_0984_tneg_van;tneg;2491,08;16225,86;2,58;-0,05;5,02;-0,48;-3,43;-4,67;-0,19;1,62;-0,18;15983,13;-36280,93;1,31;0,95;-5,31;0,13;1,88;10,02;0,79;2,5;0,81;13492,06;-52506,79;-1,26;1;-10,33;0,61;5,31;14,69;0,99;0,88;0,98
515621.CLJ_B3925_tneg_van;tneg;2646,78;17208,92;2,72;0;4,7;-0,36;-3,49;-4,62;-0,22;2,09;-0,2;16363,34;-35933,32;1,28;1;-4,21;0,22;1,81;10,16;0,77;2,82;0,79;13716,55;-53142,24;-1,44;1;-8,91;0,58;5,29;14,78;0,99;0,73;0,99
212717.CTC01706_tneg_van;tneg;-14850,67;4908,33;0,91;0;2,93;-0,22;-2,05;-2,7;-0,13;-0,17;-0,12;14710,75;-33168,97;0,76;1;-5,53;0,22;2,25;9,93;0,77;2,04;0,77;29561,43;-38077,3;-0,15;1;-8,46;0,44;4,3;12,63;0,9;2,21;0,89
309801.trd_0913_tneg_van;tneg;-31052,59;2255,92;0,38;-0,23;-0,88;-0,09;-1,84;2,4;0,12;-1,03;0,08;15364,14;-34021,79;1,44;0,76;-4,56;0,21;1,65;9,79;0,76;2,46;0,77;46416,73;-36277,71;1,06;1;-3,68;0,3;3,49;7,39;0,65;3,49;0,69
355277.LBJ_0987_tneg_van;tneg;4608,48;25118,14;2,34;-0,03;5,04;-0,29;-3,89;-4,14;-0,19;1,48;-0,19;21193,68;-47789,77;2,91;0,97;-3,03;0;0;9,79;0,76;2,75;0,77;16585,2;-72907,91;0,57;1;-8,07;0,29;3,89;13,92;0,95;1,27;0,96
544556.GYMC61_1929_tneg_van;tneg;-2259,26;3241,89;0,56;0;1,68;-0,22;-1,89;-0,76;-0,01;-0,51;0;18425,69;-37087,38;0,88;1;-4,82;0,2;2,05;10,12;0,78;2,4;0,79;20684,95;-40329,27;0,32;1;-6,5;0,42;3,93;10,88;0,79;2,91;0,79
358681.BBR47_51900_tneg_van;tneg;-24897,32;2923,66;0,5;-0,13;0,61;-0,13;-1,18;-2,06;-0,05;-0,29;0,01;15173,2;-35859,38;0,98;0,87;-4,54;0,22;2,39;9,98;0,79;2,07;0,81;40070,52;-38783,04;0,48;1;-5,15;0,35;3,57;12,04;0,84;2,36;0,79
448385.sce0890_tneg_van;tneg;7993,36;6637,38;0,4;0;0,63;-0,04;-0,38;-0,74;-0,06;0,91;-0,06;22769,68;-70065,9;2,9;1;-3,6;0,08;1,09;12,86;0,93;1,64;0,93;14776,31;-76703,28;2,5;1;-4,23;0,12;1,47;13,6;0,99;0,73;0,99
272626.lin1886_tneg_van;tneg;3978,49;13784,74;2,61;-0,18;6,95;-0,51;-3,64;-5,43;-0,29;1,96;-0,26;14754,2;-30707,76;1,55;0,82;-3,69;0,16;1,76;8,45;0,7;2,57;0,72;10775,71;-44492,5;-1,06;1;-10,64;0,67;5,4;13,88;0,99;0,61;0,98
293826.Amet_0916_tneg_van;tneg;1361,49;13055,91;2,36;-0,48;6,69;-0,53;-3,41;-4,43;-0,25;1,01;-0,25;16269,15;-32007,38;1,41;0,52;-3,19;0,11;1,67;8,79;0,7;2,8;0,71;14907,65;-45063,29;-0,96;1;-9,88;0,64;5,08;13,21;0,95;1,79;0,96
320373.BURPS668_0839_tneg_van;tneg;158,7;12869,21;2,29;-0,16;4,65;-0,46;-3,22;-4,71;-0,26;1,46;-0,26;13837,11;-31387,58;1,55;0,84;-4,29;0,18;2,07;9,41;0,73;2,06;0,74;13678,41;-44256,79;-0,74;1;-8,94;0,64;5,29;14,11;0,99;0,6;0,99
481743.GYMC10_0938_tneg_van;tneg;6367,28;9936,8;1,78;-0,01;5,56;-0,42;-2,4;-2,96;-0,16;1,67;-0,16;17467,89;-33223,84;1;0,99;-4,51;0,24;2,91;10,79;0,82;2,37;0,83;11100,62;-43160,64;-0,79;1;-10,07;0,65;5,31;13,75;0,98;0,7;0,98
446471.Xcel_1888_tneg_van;tneg;-9970,25;5229,52;0,84;0,05;1,26;-0,18;-1,8;1,17;0;-1,12;-0,01;17637,7;-35803,09;1,5;0,38;-2,89;0,12;1,4;10,22;0,78;2,06;0,79;27607,95;-41032,61;0,66;0,33;-4,15;0,31;3,2;9,04;0,77;3,18;0,8
260799_BAS1939_tneg_aac6;tneg;-5517,47;-569,5;-0,29;0,05;-0,58;0,04;0,34;1,1;0,11;-0,43;0,17;5609,79;-14191,16;-0,75;1;-5,23;0,45;2,7;8,33;0,85;1,61;0,84;11127,26;-13621,66;-0,46;0,95;-4,65;0,41;2,36;7,23;0,74;2,04;0,67
500485_B6HJ75_tneg_aac6;tneg;-2460,54;-659,42;-0,26;0;0,05;0,05;0,52;-0,6;-0,05;0,66;-0,05;12774,34;-17085,88;-0,25;0,99;-5,23;0,5;3,85;6,9;0,69;3,23;0,74;15234,87;-16426,46;0,01;0,99;-5,28;0,45;3,33;7,5;0,74;2,57;0,79
66692_ABC1918_tneg_aac6;tneg;-4581,77;-932,6;-0,4;0;-0,42;0,06;0,36;1,66;0,13;-0,61;0,01;7143,04;-17572,66;-0,83;1;-5,17;0,53;3,49;8,14;0,79;2,33;0,78;11724,81;-16640,06;-0,44;1;-4,75;0,47;3,13;6,48;0,66;2,94;0,77
498214_CLK_2739_tneg_aac6;tneg;-312,51;189,73;0,09;0;-0,9;-0,08;-0,19;-1;-0,08;0,94;-0,18;6735,29;-15974,13;-0,69;1;-5,39;0,45;3,36;8,14;0,84;1,92;0,75;7047,81;-16163,86;-0,78;1;-4,49;0,53;3,55;9,14;0,92;0,98;0,92
394503_Ccel_0801_tneg_aac6;tneg;185,69;590,02;0,28;-0,01;0,09;-0,01;-0,15;-1,77;-0,11;1,19;-0,09;6717,88;-14806,48;-0,56;0,99;-5,02;0,54;3,7;7,52;0,81;2,2;0,83;6532,19;-15396,5;-0,83;1;-5,11;0,55;3,85;9,28;0,93;1,01;0,92
521460_Athe_0446_tneg_aac6;tneg;-4064,34;402,56;0,19;-0,62;0,26;-0,12;-0,61;-1,59;-0,15;0,88;-0,16;5848,72;-14478,82;-0,03;0,38;-4,63;0,28;2,1;7,6;0,73;2,04;0,69;9913,07;-14881,38;-0,22;1;-4,89;0,4;2,71;9,19;0,89;1,16;0,85
582402_Hbal_0989_tneg_aac6;tneg;17503,96;1995,24;0,44;-0,9;5,64;0;0,13;-0,69;-0,08;0,62;-0,08;23792;-21756,06;2,14;0,04;2,14;0,11;1,36;6,81;0,66;3,18;0,71;6288,04;-23751,3;1,7;0,93;-3,5;0,11;1,23;7,5;0,74;2,56;0,79
290402_Cbei_3824_tneg_aac6;tneg;-657,48;1889,47;0,74;-0,65;5,04;-0,18;-1,18;-3,3;-0,25;0,61;-0,19;11105,79;-14600,88;0,91;0,34;0,41;0,22;1,9;5,14;0,56;2,95;0,65;11763,27;-16490,35;0,17;0,99;-4,63;0,4;3,08;8,44;0,8;2,34;0,84
269797_Mbar_A2957_tneg_aac6;tneg;-1802,32;1104,9;0,47;-0,33;0,92;-0,28;-1,29;-3,24;-0,26;1,78;-0,27;6956,08;-16878,42;-0,14;0,65;-4,43;0,32;3,05;6,56;0,66;3,04;0,65;8758,4;-17983,33;-0,62;0,98;-5,35;0,6;4,34;9,8;0,92;1,26;0,93
262543_Exig_2799_tneg_aac6;tneg;240,57;758,02;0,36;0;-0,35;-0,04;-0,28;-1,21;-0,11;1,39;-0,2;6348,04;-15376,66;-0,65;1;-5,05;0,55;3,5;8,28;0,85;2,12;0,76;6107,47;-16134,68;-1,01;1;-4,7;0,58;3,77;9,49;0,96;0,73;0,96
196620_MW1947_tneg_aac6;tneg;1700,32;2006,79;0,97;-0,52;1,13;-0,12;0,01;-3,61;-0,29;1,4;-0,18;8018,29;-11911,47;0,63;0,48;-3,94;0,22;2,27;4,34;0,49;3,6;0,55;6317,98;-13918,25;-0,34;1;-5,07;0,34;2,26;7,96;0,78;2,2;0,74
28985_Q6CX13_tneg_aac6;tneg;148,86;-953,29;-0,37;0,28;-0,37;0,25;1,59;6,77;0,66;0,7;0;15278,2;-16780,13;0,1;0,75;-4,37;0,48;3,52;6,77;0,66;3,42;0,71;15129,34;-15826,84;0,48;0,47;-4;0,22;1,93;0;0;2,72;0,71
5722_A2FIG7_tneg_aac6;tneg;-3747,21;192,99;0,08;0,48;-1,47;-0,1;-0,67;-0,32;0,02;1,26;-0,08;8646,16;-15858,26;-0,12;0,96;-4,11;0,34;2,5;7,29;0,75;3,16;0,75;12393,37;-16051,24;-0,21;0,48;-2,64;0,44;3,17;7,6;0,73;1,9;0,83
5062_CADAORAP00002919_tneg_aac6;tneg;-4795,3;-1518,17;-0,6;-0,08;-1,44;0,06;0,77;8,61;0,83;-0,97;0,08;10227,02;-16574,19;-0,16;0,39;-4,03;0,26;2,47;8,61;0,83;1,91;0,84;15022,32;-15056,02;0,44;0,47;-2,59;0,2;1,7;0;0;2,88;0,76
4952_Q6CI75_tneg_aac6;tneg;-3243,81;5,41;0;0,18;-0,02;-0,05;-0,3;2,28;0,18;-0,68;0,17;7055,04;-13520,12;-0,51;1;-5,11;0,34;1,88;7,69;0,8;1,98;0,82;10298,85;-13525,52;-0,52;0,82;-5,09;0,4;2,18;5,41;0,62;2,66;0,65
515619_EUBREC_2989_tneg_aac6;tneg;-1589,88;232,47;0,09;-0,22;0,67;-0,29;-2;-0,48;-0,01;-0,57;-0,02;7093;-17299,17;-0,27;0,78;-4,02;0,21;1,56;9,24;0,89;0,98;0,9;8682,88;-17531,65;-0,36;1;-4,69;0,5;3,56;9,72;0,91;1,55;0,91
195102_CPE0939_tneg_aac6;tneg;-2055,98;-488;-0,2;0,19;-0,49;0,06;-0,28;9,31;0,88;0,01;-0,01;8852;-14987,45;0,05;1;-4,42;0,3;1,9;9,31;0,88;1,42;0,86;10907,98;-14499,45;0,26;0,8;-3,93;0,24;2,19;0;0;1,41;0,86
281309_BT9727_1850_tneg_aac6;tneg;-5207,1;-805,55;-0,37;0;-1,46;-0,03;-0,94;8,79;0,88;0,51;-0,13;7111,88;-15504,25;-0,12;1;-5,13;0,33;1,79;8,79;0,88;2,05;0,8;12318,98;-14698,7;0,25;1;-3,67;0,36;2,73;0;0;1,54;0,93
4952_Q6CDY1_tneg_aac6;tneg;-312,74;-198,63;-0,09;-0,11;-0,19;-0,11;-0,65;8,4;0,77;0,17;-0,01;10204,71;-14545,57;-0,77;0,88;-5,61;0,41;3,06;8,4;0,77;2,23;0,78;10517,44;-14346,94;-0,68;0,99;-5,42;0,52;3,71;0;0;2,06;0,79
266779_Meso_3917_tneg_aac6;tneg;-9312,22;-92,81;-0,04;0,09;-0,18;-0,17;-1,19;7,82;0,79;0,99;-0,17;6912,78;-15789,98;-0,04;0,99;-4,16;0,32;2,45;7,82;0,79;2,21;0,77;16225;-15697,17;0;0,9;-3,98;0,5;3,64;0;0;1,22;0,93
208435_SAG0999_tneg_aac6;tneg;849,06;507,67;0,25;-0,01;0,59;0,04;-0,26;1,26;0,15;-0,9;0,1;7828,86;-15099,88;-0,41;0,99;-4,58;0,57;3,68;8,88;0,92;1,36;0,9;6979,8;-15607,54;-0,66;1;-5,17;0,54;3,94;7,63;0,78;2,26;0,8
441772_CLI_1999_tneg_aac6;tneg;-3995,47;503,73;0,24;-0,01;-0,16;-0,05;-0,91;8,98;0,93;-0,07;-0,05;5371,51;-14833,72;-0,04;0,99;-4,87;0,44;2,62;8,98;0,93;0,93;0,77;9366,99;-15337,45;-0,29;1;-4,71;0,49;3,53;0;0;1;0,82
398578_Daci_0975_tneg_aac6;tneg;1524,27;618,58;0,29;-0,55;1,51;-0,28;-0,95;7,94;0,76;1,88;-0,22;7998,23;-16433,49;-0,64;0,45;-3,58;0,4;3,1;7,94;0,76;2,32;0,75;6473,96;-17052,08;-0,93;1;-5,09;0,67;4,05;0;0;0,44;0,97
515619_EUBREC_0838_tneg_aac6;tneg;268,29;808,53;0,38;0;0,2;-0,16;-1,25;-0,96;-0,09;0,96;-0,17;7012,36;-14602,98;-0,92;1;-5,41;0,48;2,7;8,55;0,87;1,91;0,78;6744,06;-15411,51;-1,3;1;-5,61;0,64;3,95;9,51;0,96;0,95;0,95
207559_Dde_1990_tneg_aac6;tneg;1053,79;1130,51;0,5;-0,03;0,2;-0,11;-0,46;8,34;0,85;0,66;-0,12;7020,29;-16934,96;-0,49;0,97;-5,11;0,47;3,08;8,34;0,85;2,15;0,79;5966,5;-18065,47;-0,99;1;-5,31;0,58;3,54;0;0;1,49;0,92
211110_gbs1959_tneg_aac6;tneg;2081,08;1698,3;0,77;-0,11;0,72;-0,24;-1,19;-0,17;-0,04;0,19;-0,13;14532,65;-13794,12;0,63;0,89;-3,76;0,21;1,81;5,58;0,57;3,43;0,55;12451,56;-15492,43;-0,14;1;-4,48;0,45;3,01;5,75;0,61;3,24;0,67
288681_BCZK0999_tneg_aac6;tneg;-1394,6;2208,34;0,93;-0,27;1,99;-0,15;-1,11;0;-0,11;0,67;-0,12;7136,66;-16089,59;-0,22;0,73;-4,08;0,39;2,96;8,48;0,79;2,05;0,79;8531,26;-18297,93;-1,15;1;-6,07;0,55;4,07;8,48;0,9;1,38;0,91
324831_LGAS_0935_tneg_aac6;tneg;-4758,74;1039,2;0,43;-0,48;-0,37;-0,16;-0,79;0,08;-0,04;-0,22;-0,06;8042,99;-15891,57;0,12;0,52;-4,28;0,39;2,89;7,28;0,74;2,13;0,74;12801,73;-16930,77;-0,3;1;-3,91;0,56;3,68;7,2;0,77;2,35;0,8
481743_GYMC10_3959_tneg_aac6;tneg;-7698,18;968,25;0,39;-0,89;0,46;-0,22;-1,21;6,02;0,61;0,34;-0,15;2992,66;-15645,49;0,2;0,11;-3,32;0,16;1,51;6,02;0,61;2,99;0,65;10690,85;-16613,74;-0,19;1;-3,78;0,37;2,72;0;0;2,65;0,79
508767_CLH_1973_tneg_aac6;tneg;-6967,33;1217,73;0,47;-0,74;1,41;-0,23;-1,91;7,87;0,76;-0,08;-0,08;8656,3;-15435,23;0,66;0,26;-3,32;0,1;1,17;7,87;0,76;1,94;0,77;15623,63;-16652,96;0,19;1;-4,73;0,33;3,08;0;0;2,02;0,85
138119_DSY3975_tneg_aac6;tneg;269,08;2016,19;0,96;-0,01;-0,44;-0,18;-1,18;-1,88;-0,17;0,85;-0,15;6244,96;-15068,96;-0,54;0,99;-6,14;0,53;3,16;7,6;0,79;1,62;0,8;5975,88;-17085,15;-1,5;1;-5,7;0,71;4,34;9,48;0,96;0,77;0,94
224308_BSU05930_tneg_aac6;tneg;-1302,45;2998,58;1,41;-0,67;2,48;-0,48;-3,1;-3,3;-0,29;1,74;-0,25;5131,92;-13872,01;-0,2;0,33;-3,98;0,25;1,6;6,02;0,65;2,65;0,68;6434,36;-16870,59;-1,61;1;-6,46;0,73;4,7;9,31;0,94;0,91;0,94
272562_CA_C2840_tneg_aac6;tneg;1346,55;2441,29;1,18;-0,45;3,21;-0,27;-2,12;8,45;0,87;0,63;-0,16;7244,44;-13187,79;-0,08;0,55;-4,06;0,32;2,09;8,45;0,87;1,77;0,74;5897,89;-15629,09;-1,26;1;-7,27;0,59;4,21;0;0;1,14;0,9
279010_BL00844_tneg_aac6;tneg;-446,51;3054,91;1,42;-0,36;3,62;-0,55;-2,84;8,14;0,83;-0,13;-0,19;6377,22;-13796,97;0,29;0,64;-2,75;0,16;1,87;8,14;0,83;1,18;0,72;6823,72;-16851,88;-1,13;1;-6,37;0,71;4,72;0;0;1,31;0,91
292459_STH2923_tneg_aac6;tneg;739,94;2318,34;1,05;0;0,19;-0,33;-1,92;7,48;0,77;1,23;-0,24;6660,48;-14648,4;0,02;1;-6,23;0,38;2,72;7,48;0,77;1,9;0,73;5920,54;-16966,74;-1,02;1;-6,42;0,72;4,64;0;0;0,67;0,97
349161_Dred_2886_tneg_aac6;tneg;-2260,41;3855,98;1,72;-0,47;1;-0,47;-2,38;-4,44;-0,34;2,15;-0,3;4919;-13715,88;0,78;0,53;-4,4;0,25;2,04;5,14;0,58;3,47;0,62;7179,41;-17571,86;-0,93;1;-5,4;0,73;4,43;9,57;0,92;1,32;0,92
373903_Hore_01970_tneg_aac6;tneg;-514,23;3306,17;1,55;0;1,02;-0,36;-1,29;-1,97;-0,17;1,14;-0,15;5405,03;-13741,25;0,14;1;-5,84;0,22;2,4;7,43;0,78;2,06;0,8;5919,26;-17047,42;-1,41;1;-6,86;0,57;3,69;9,4;0,95;0,92;0,95
395965_Msil_2898_tneg_aac6;tneg;-6800,29;1580,15;0,69;-0,6;0,26;-0,23;-1,33;7,43;0,79;0,28;-0,06;5075,81;-13282,21;0,83;0,35;-3,22;0,28;2,17;7,43;0,79;2,01;0,8;11876,1;-14862,36;0,14;0,95;-3,48;0,5;3,51;0;0;1,73;0,86
434922_CBUD_0868_tneg_aac6;tneg;2703,41;3866,34;1,89;-0,24;2,76;-0,55;-2,81;6,1;0,66;1,86;-0,27;7920,1;-13472,78;0,31;0,76;-3,67;0,22;1,77;6,1;0,66;2,4;0,68;5216,68;-17339,13;-1,58;1;-6,43;0,77;4,58;0;0;0,54;0,95
443144_GM21_1818_tneg_aac6;tneg;4208,39;3121,49;1,37;-0,2;0,84;-0,26;-1,2;7,52;0,77;1,26;-0,18;9578,31;-14010,5;0,29;0,8;-4,55;0,38;2,71;7,52;0,77;1,91;0,78;5369,92;-17131,99;-1,09;1;-5,39;0,65;3,91;0;0;0,65;0,96
485916_Dtox_3737_tneg_aac6;tneg;2420,83;1647,73;0,78;-0,03;0,62;-0,31;-1,95;5,24;0,62;1,68;-0,33;8997,06;-14676,56;0,04;0,97;-4,2;0,42;2,56;5,24;0,62;3,05;0,57;6576,23;-16324,29;-0,74;1;-4,82;0,73;4,51;0;0;1,37;0,9
515635_Dtur_0963_tneg_aac6;tneg;3324,88;2197,03;0,99;0;0,68;-0,14;-0,87;7,52;0,78;1,1;-0,1;9155,91;-15717,74;-0,33;1;-5,33;0,53;3,46;7,52;0,78;1,74;0,8;5831,03;-17914,78;-1,32;1;-6,01;0,67;4,33;0;0;0,64;0,9
66692_ABC0870_tneg_aac6;tneg;-115,66;2390,64;1,06;-0,03;0,89;-0,15;-0,36;6,81;0,72;0,67;-0,16;7496,22;-15065,16;-0,08;0,97;-5,31;0,4;2,83;6,81;0,72;2,4;0,74;7611,89;-17455,8;-1,14;1;-6,2;0,55;3,2;0;0;1,73;0,89
218491_ECA0733_tneg_aac6;tneg;2777,82;2795,08;1,35;0;1,14;-0,16;-1,27;8,31;0,78;2,04;-0,27;6913,32;-14295,62;-0,33;1;-4,29;0,42;2,36;8,31;0,78;2,2;0,7;4135,5;-17090,7;-1,68;1;-5,43;0,57;3,62;0;0;0,16;0,97
454169_SeHA_C4966_tneg_aac6;tneg;163,2;1210,12;0,87;0;0,37;-0,11;-0,81;6,19;0,76;2,05;-0,18;3313,48;-9236,48;0,12;1;-3,65;0,38;2,44;6,19;0,76;2,2;0,47;3150,29;-10446,6;-0,76;1;-4,02;0,49;3,25;0;0;0,15;0,65
